parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:10_x:2625.00_y:8625.00_zone:1,none,factor,46.50963308902064,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,10,icstrtlayer1,d,gr,,2625.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:11_x:2875.00_y:8625.00_zone:1,none,factor,39.81816517290673,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,11,icstrtlayer1,d,gr,,2875.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:12_x:3125.00_y:8625.00_zone:1,none,factor,23.101180085728192,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,12,icstrtlayer1,d,gr,,3125.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:13_x:3375.00_y:8625.00_zone:1,none,factor,25.357663198789453,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,13,icstrtlayer1,d,gr,,3375.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:14_x:3625.00_y:8625.00_zone:1,none,factor,35.15536356486627,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,14,icstrtlayer1,d,gr,,3625.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:15_x:3875.00_y:8625.00_zone:1,none,factor,43.81242498668679,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,15,icstrtlayer1,d,gr,,3875.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:16_x:4125.00_y:8625.00_zone:1,none,factor,33.296039035828336,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,16,icstrtlayer1,d,gr,,4125.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:17_x:4375.00_y:8625.00_zone:1,none,factor,27.27393340145353,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,17,icstrtlayer1,d,gr,,4375.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:18_x:4625.00_y:8625.00_zone:1,none,factor,34.702132082987916,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,18,icstrtlayer1,d,gr,,4625.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:19_x:4875.00_y:8625.00_zone:1,none,factor,38.410575405256736,15.0,50.0,icstrtlayer1,1.0,0.0,1,5,,0,19,icstrtlayer1,d,gr,,4875.00,8625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:0_x:125.00_y:8375.00_zone:1,none,factor,46.27788748209036,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,0,icstrtlayer1,d,gr,,125.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:1_x:375.00_y:8375.00_zone:1,none,factor,33.58769326343813,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,1,icstrtlayer1,d,gr,,375.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:2_x:625.00_y:8375.00_zone:1,none,factor,42.633818955035665,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,2,icstrtlayer1,d,gr,,625.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:3_x:875.00_y:8375.00_zone:1,none,factor,35.45001966623505,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,3,icstrtlayer1,d,gr,,875.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:4_x:1125.00_y:8375.00_zone:1,none,factor,38.63131106600328,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,4,icstrtlayer1,d,gr,,1125.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:5_x:1375.00_y:8375.00_zone:1,none,factor,48.932881315290544,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,5,icstrtlayer1,d,gr,,1375.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:6_x:1625.00_y:8375.00_zone:1,none,factor,42.89476221340499,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,6,icstrtlayer1,d,gr,,1625.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:7_x:1875.00_y:8375.00_zone:1,none,factor,38.26804681393927,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,7,icstrtlayer1,d,gr,,1875.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:8_x:2125.00_y:8375.00_zone:1,none,factor,41.30366504579921,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,8,icstrtlayer1,d,gr,,2125.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:9_x:2375.00_y:8375.00_zone:1,none,factor,36.94409399509891,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,9,icstrtlayer1,d,gr,,2375.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:10_x:2625.00_y:8375.00_zone:1,none,factor,36.73979192650515,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,10,icstrtlayer1,d,gr,,2625.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:11_x:2875.00_y:8375.00_zone:1,none,factor,29.14581063697931,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,11,icstrtlayer1,d,gr,,2875.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:12_x:3125.00_y:8375.00_zone:1,none,factor,32.526845516782025,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,12,icstrtlayer1,d,gr,,3125.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:13_x:3375.00_y:8375.00_zone:1,none,factor,33.14677810331906,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,13,icstrtlayer1,d,gr,,3375.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:14_x:3625.00_y:8375.00_zone:1,none,factor,24.3821276520262,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,14,icstrtlayer1,d,gr,,3625.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:15_x:3875.00_y:8375.00_zone:1,none,factor,38.40931782707282,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,15,icstrtlayer1,d,gr,,3875.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:16_x:4125.00_y:8375.00_zone:1,none,factor,32.894038820786214,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,16,icstrtlayer1,d,gr,,4125.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:17_x:4375.00_y:8375.00_zone:1,none,factor,35.413452087746144,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,17,icstrtlayer1,d,gr,,4375.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:18_x:4625.00_y:8375.00_zone:1,none,factor,34.06859735092941,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,18,icstrtlayer1,d,gr,,4625.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:6_j:19_x:4875.00_y:8375.00_zone:1,none,factor,32.37117820091799,15.0,50.0,icstrtlayer1,1.0,0.0,1,6,,0,19,icstrtlayer1,d,gr,,4875.00,8375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:0_x:125.00_y:8125.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,0,icstrtlayer1,d,gr,,125.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:1_x:375.00_y:8125.00_zone:1,none,factor,44.828443054609366,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,1,icstrtlayer1,d,gr,,375.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:2_x:625.00_y:8125.00_zone:1,none,factor,44.94441227541545,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,2,icstrtlayer1,d,gr,,625.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:3_x:875.00_y:8125.00_zone:1,none,factor,34.0344121272489,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,3,icstrtlayer1,d,gr,,875.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:4_x:1125.00_y:8125.00_zone:1,none,factor,31.29834402514188,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,4,icstrtlayer1,d,gr,,1125.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:5_x:1375.00_y:8125.00_zone:1,none,factor,36.57067283673357,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,5,icstrtlayer1,d,gr,,1375.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:6_x:1625.00_y:8125.00_zone:1,none,factor,40.91400010699349,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,6,icstrtlayer1,d,gr,,1625.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:7_x:1875.00_y:8125.00_zone:1,none,factor,41.31844432693614,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,7,icstrtlayer1,d,gr,,1875.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:8_x:2125.00_y:8125.00_zone:1,none,factor,41.93094176023512,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,8,icstrtlayer1,d,gr,,2125.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:9_x:2375.00_y:8125.00_zone:1,none,factor,36.42511881417561,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,9,icstrtlayer1,d,gr,,2375.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:10_x:2625.00_y:8125.00_zone:1,none,factor,30.515440419008616,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,10,icstrtlayer1,d,gr,,2625.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:11_x:2875.00_y:8125.00_zone:1,none,factor,34.74620083145,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,11,icstrtlayer1,d,gr,,2875.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:12_x:3125.00_y:8125.00_zone:1,none,factor,30.166413620628173,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,12,icstrtlayer1,d,gr,,3125.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:13_x:3375.00_y:8125.00_zone:1,none,factor,41.54944342421103,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,13,icstrtlayer1,d,gr,,3375.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:14_x:3625.00_y:8125.00_zone:1,none,factor,41.01450162446035,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,14,icstrtlayer1,d,gr,,3625.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:15_x:3875.00_y:8125.00_zone:1,none,factor,41.0957268376828,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,15,icstrtlayer1,d,gr,,3875.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:16_x:4125.00_y:8125.00_zone:1,none,factor,32.91019088729316,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,16,icstrtlayer1,d,gr,,4125.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:17_x:4375.00_y:8125.00_zone:1,none,factor,28.804151080117517,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,17,icstrtlayer1,d,gr,,4375.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:18_x:4625.00_y:8125.00_zone:1,none,factor,30.46100349762596,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,18,icstrtlayer1,d,gr,,4625.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:7_j:19_x:4875.00_y:8125.00_zone:1,none,factor,40.70350781555382,15.0,50.0,icstrtlayer1,1.0,0.0,1,7,,0,19,icstrtlayer1,d,gr,,4875.00,8125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:0_x:125.00_y:7875.00_zone:1,none,factor,34.89872539505957,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,0,icstrtlayer1,d,gr,,125.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:1_x:375.00_y:7875.00_zone:1,none,factor,32.976347194995185,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,1,icstrtlayer1,d,gr,,375.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:2_x:625.00_y:7875.00_zone:1,none,factor,36.39997866457624,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,2,icstrtlayer1,d,gr,,625.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:3_x:875.00_y:7875.00_zone:1,none,factor,44.865781210665105,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,3,icstrtlayer1,d,gr,,875.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:7_x:1875.00_y:7875.00_zone:1,none,factor,31.25005249952285,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,7,icstrtlayer1,d,gr,,1875.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:8_x:2125.00_y:7875.00_zone:1,none,factor,39.69701984957841,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,8,icstrtlayer1,d,gr,,2125.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:9_x:2375.00_y:7875.00_zone:1,none,factor,43.14807491668902,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,9,icstrtlayer1,d,gr,,2375.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:10_x:2625.00_y:7875.00_zone:1,none,factor,27.73394174030865,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,10,icstrtlayer1,d,gr,,2625.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:11_x:2875.00_y:7875.00_zone:1,none,factor,30.605246070246253,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,11,icstrtlayer1,d,gr,,2875.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:12_x:3125.00_y:7875.00_zone:1,none,factor,35.010800884745976,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,12,icstrtlayer1,d,gr,,3125.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:13_x:3375.00_y:7875.00_zone:1,none,factor,30.18833210086583,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,13,icstrtlayer1,d,gr,,3375.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:14_x:3625.00_y:7875.00_zone:1,none,factor,34.8258843159497,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,14,icstrtlayer1,d,gr,,3625.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:15_x:3875.00_y:7875.00_zone:1,none,factor,32.63914221098224,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,15,icstrtlayer1,d,gr,,3875.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:16_x:4125.00_y:7875.00_zone:1,none,factor,32.83437778507761,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,16,icstrtlayer1,d,gr,,4125.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:17_x:4375.00_y:7875.00_zone:1,none,factor,40.142627007088755,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,17,icstrtlayer1,d,gr,,4375.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:18_x:4625.00_y:7875.00_zone:1,none,factor,43.5418341214132,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,18,icstrtlayer1,d,gr,,4625.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:8_j:19_x:4875.00_y:7875.00_zone:1,none,factor,31.97103590611904,15.0,50.0,icstrtlayer1,1.0,0.0,1,8,,0,19,icstrtlayer1,d,gr,,4875.00,7875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:0_x:125.00_y:7625.00_zone:1,none,factor,40.49275702901334,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,0,icstrtlayer1,d,gr,,125.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:1_x:375.00_y:7625.00_zone:1,none,factor,39.41165996240513,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,1,icstrtlayer1,d,gr,,375.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:2_x:625.00_y:7625.00_zone:1,none,factor,32.91134508006496,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,2,icstrtlayer1,d,gr,,625.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:3_x:875.00_y:7625.00_zone:1,none,factor,36.561196346745696,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,3,icstrtlayer1,d,gr,,875.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:8_x:2125.00_y:7625.00_zone:1,none,factor,44.131299842544344,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,8,icstrtlayer1,d,gr,,2125.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:9_x:2375.00_y:7625.00_zone:1,none,factor,36.22978090438853,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,9,icstrtlayer1,d,gr,,2375.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:10_x:2625.00_y:7625.00_zone:1,none,factor,45.2332565997627,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,10,icstrtlayer1,d,gr,,2625.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:11_x:2875.00_y:7625.00_zone:1,none,factor,32.24066287417757,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,11,icstrtlayer1,d,gr,,2875.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:12_x:3125.00_y:7625.00_zone:1,none,factor,44.733285203206464,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,12,icstrtlayer1,d,gr,,3125.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:13_x:3375.00_y:7625.00_zone:1,none,factor,31.144773599231147,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,13,icstrtlayer1,d,gr,,3375.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:14_x:3625.00_y:7625.00_zone:1,none,factor,35.00794994202532,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,14,icstrtlayer1,d,gr,,3625.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:15_x:3875.00_y:7625.00_zone:1,none,factor,30.27858347345676,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,15,icstrtlayer1,d,gr,,3875.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:16_x:4125.00_y:7625.00_zone:1,none,factor,38.82907958020979,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,16,icstrtlayer1,d,gr,,4125.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:17_x:4375.00_y:7625.00_zone:1,none,factor,33.9903080877836,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,17,icstrtlayer1,d,gr,,4375.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:18_x:4625.00_y:7625.00_zone:1,none,factor,30.713597076640575,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,18,icstrtlayer1,d,gr,,4625.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:9_j:19_x:4875.00_y:7625.00_zone:1,none,factor,46.14024829165871,15.0,50.0,icstrtlayer1,1.0,0.0,1,9,,0,19,icstrtlayer1,d,gr,,4875.00,7625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:0_x:125.00_y:7375.00_zone:1,none,factor,37.61482348722338,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,0,icstrtlayer1,d,gr,,125.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:1_x:375.00_y:7375.00_zone:1,none,factor,37.35963774516495,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,1,icstrtlayer1,d,gr,,375.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:2_x:625.00_y:7375.00_zone:1,none,factor,35.72949509490376,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,2,icstrtlayer1,d,gr,,625.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:3_x:875.00_y:7375.00_zone:1,none,factor,37.827595252999366,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,3,icstrtlayer1,d,gr,,875.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:8_x:2125.00_y:7375.00_zone:1,none,factor,34.05144065349655,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,8,icstrtlayer1,d,gr,,2125.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:9_x:2375.00_y:7375.00_zone:1,none,factor,42.18434520394464,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,9,icstrtlayer1,d,gr,,2375.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:10_x:2625.00_y:7375.00_zone:1,none,factor,32.7290564975886,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,10,icstrtlayer1,d,gr,,2625.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:11_x:2875.00_y:7375.00_zone:1,none,factor,34.533483858733995,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,11,icstrtlayer1,d,gr,,2875.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:12_x:3125.00_y:7375.00_zone:1,none,factor,19.362202062763803,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,12,icstrtlayer1,d,gr,,3125.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:13_x:3375.00_y:7375.00_zone:1,none,factor,39.11800315791842,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,13,icstrtlayer1,d,gr,,3375.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:14_x:3625.00_y:7375.00_zone:1,none,factor,29.869916463661433,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,14,icstrtlayer1,d,gr,,3625.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:15_x:3875.00_y:7375.00_zone:1,none,factor,36.915492708366145,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,15,icstrtlayer1,d,gr,,3875.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:16_x:4125.00_y:7375.00_zone:1,none,factor,42.862760909680965,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,16,icstrtlayer1,d,gr,,4125.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:17_x:4375.00_y:7375.00_zone:1,none,factor,43.98859349887752,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,17,icstrtlayer1,d,gr,,4375.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:18_x:4625.00_y:7375.00_zone:1,none,factor,42.65180969404109,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,18,icstrtlayer1,d,gr,,4625.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:10_j:19_x:4875.00_y:7375.00_zone:1,none,factor,34.55925504436712,15.0,50.0,icstrtlayer1,1.0,0.0,1,10,,0,19,icstrtlayer1,d,gr,,4875.00,7375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:0_x:125.00_y:7125.00_zone:1,none,factor,32.96498607636082,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,0,icstrtlayer1,d,gr,,125.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:1_x:375.00_y:7125.00_zone:1,none,factor,42.24803153345664,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,1,icstrtlayer1,d,gr,,375.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:2_x:625.00_y:7125.00_zone:1,none,factor,41.307243025620735,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,2,icstrtlayer1,d,gr,,625.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:3_x:875.00_y:7125.00_zone:1,none,factor,38.42258550631231,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,3,icstrtlayer1,d,gr,,875.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:8_x:2125.00_y:7125.00_zone:1,none,factor,33.29527662967821,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,8,icstrtlayer1,d,gr,,2125.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:9_x:2375.00_y:7125.00_zone:1,none,factor,35.52754892340631,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,9,icstrtlayer1,d,gr,,2375.00,7125.00,1
