,0,1,2,3,4,5,6,7,8,9,10,11
498,498,"(2, 10, 14)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_15
499,499,"(3, 10, 14)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_15
500,500,"(0, 11, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_02
501,501,"(1, 11, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_02
502,502,"(2, 11, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_02
503,503,"(3, 11, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_02
504,504,"(0, 11, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_03
505,505,"(1, 11, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_03
506,506,"(2, 11, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_03
507,507,"(3, 11, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_03
508,508,"(0, 11, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_04
509,509,"(1, 11, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_04
510,510,"(2, 11, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_04
511,511,"(3, 11, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_04
512,512,"(0, 11, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_05
513,513,"(1, 11, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_05
514,514,"(2, 11, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_05
515,515,"(3, 11, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_05
516,516,"(0, 11, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_06
517,517,"(1, 11, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_06
518,518,"(2, 11, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_06
519,519,"(3, 11, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_06
520,520,"(0, 11, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_07
521,521,"(1, 11, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_07
522,522,"(2, 11, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_07
523,523,"(3, 11, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_07
524,524,"(0, 11, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_08
525,525,"(1, 11, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_08
526,526,"(2, 11, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_08
527,527,"(3, 11, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_08
528,528,"(0, 11, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_09
529,529,"(1, 11, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_09
530,530,"(2, 11, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_09
531,531,"(3, 11, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_09
532,532,"(0, 11, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_10
533,533,"(1, 11, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_10
534,534,"(2, 11, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_10
535,535,"(3, 11, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_10
536,536,"(0, 11, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_11
537,537,"(1, 11, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_11
538,538,"(2, 11, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_11
539,539,"(3, 11, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_11
540,540,"(0, 11, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_12
541,541,"(1, 11, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_12
542,542,"(2, 11, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_12
543,543,"(3, 11, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_12
544,544,"(0, 11, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_13
545,545,"(1, 11, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_13
546,546,"(2, 11, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_13
547,547,"(3, 11, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_13
548,548,"(0, 11, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_14
549,549,"(1, 11, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_14
550,550,"(2, 11, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_14
551,551,"(3, 11, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_14
552,552,"(0, 11, 14)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_15
553,553,"(1, 11, 14)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_15
554,554,"(2, 11, 14)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_15
555,555,"(3, 11, 14)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_15
556,556,"(0, 12, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_02
557,557,"(1, 12, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_02
558,558,"(2, 12, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_02
559,559,"(3, 12, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_02
560,560,"(0, 12, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_03
561,561,"(1, 12, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_03
562,562,"(2, 12, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_03
563,563,"(3, 12, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_03
564,564,"(0, 12, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_04
565,565,"(1, 12, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_04
566,566,"(2, 12, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_04
567,567,"(3, 12, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_04
568,568,"(0, 12, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_05
569,569,"(1, 12, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_05
570,570,"(2, 12, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_05
571,571,"(3, 12, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_05
572,572,"(0, 12, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_06
573,573,"(1, 12, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_06
574,574,"(2, 12, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_06
575,575,"(3, 12, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_06
576,576,"(0, 12, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_07
577,577,"(1, 12, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_07
578,578,"(2, 12, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_07
579,579,"(3, 12, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_07
580,580,"(0, 12, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_08
581,581,"(1, 12, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_08
582,582,"(2, 12, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_08
583,583,"(3, 12, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_08
584,584,"(0, 12, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_09
585,585,"(1, 12, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_09
586,586,"(2, 12, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_09
587,587,"(3, 12, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_09
588,588,"(0, 12, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_10
589,589,"(1, 12, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_10
590,590,"(2, 12, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_10
591,591,"(3, 12, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_10
592,592,"(0, 12, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_11
593,593,"(1, 12, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_11
594,594,"(2, 12, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_11
595,595,"(3, 12, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_11
596,596,"(0, 12, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_12
597,597,"(1, 12, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_12
598,598,"(2, 12, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_12
599,599,"(3, 12, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_12
600,600,"(0, 12, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_13
601,601,"(1, 12, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_13
602,602,"(2, 12, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_13
603,603,"(3, 12, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_13
604,604,"(0, 12, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_14
605,605,"(1, 12, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_14
606,606,"(2, 12, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_14
607,607,"(3, 12, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_14
608,608,"(0, 13, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_02
609,609,"(1, 13, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_02
610,610,"(2, 13, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_02
611,611,"(3, 13, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_02
612,612,"(0, 13, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_03
613,613,"(1, 13, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_03
614,614,"(2, 13, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_03
615,615,"(3, 13, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_03
616,616,"(0, 13, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_04
617,617,"(1, 13, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_04
618,618,"(2, 13, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_04
619,619,"(3, 13, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_04
620,620,"(0, 13, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_05
621,621,"(1, 13, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_05
622,622,"(2, 13, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_05
623,623,"(3, 13, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_05
624,624,"(0, 13, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_06
625,625,"(1, 13, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_06
626,626,"(2, 13, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_06
627,627,"(3, 13, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_06
628,628,"(0, 13, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_07
629,629,"(1, 13, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_07
630,630,"(2, 13, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_07
631,631,"(3, 13, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_07
632,632,"(0, 13, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_08
633,633,"(1, 13, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_08
634,634,"(2, 13, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_08
635,635,"(3, 13, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_08
636,636,"(0, 13, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_09
637,637,"(1, 13, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_09
638,638,"(2, 13, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_09
639,639,"(3, 13, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_09
640,640,"(0, 13, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_10
641,641,"(1, 13, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_10
642,642,"(2, 13, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_10
643,643,"(3, 13, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_10
644,644,"(0, 13, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_11
645,645,"(1, 13, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_11
646,646,"(2, 13, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_11
647,647,"(3, 13, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_11
648,648,"(0, 13, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_12
649,649,"(1, 13, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_12
650,650,"(2, 13, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_12
651,651,"(3, 13, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_12
652,652,"(0, 13, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_13
653,653,"(1, 13, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_13
654,654,"(2, 13, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_13
655,655,"(3, 13, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_13
656,656,"(0, 13, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_14
657,657,"(1, 13, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_14
658,658,"(2, 13, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_14
659,659,"(3, 13, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_14
660,660,"(0, 14, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_03
661,661,"(1, 14, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_03
662,662,"(2, 14, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_03
663,663,"(3, 14, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_03
664,664,"(0, 14, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_04
665,665,"(1, 14, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_04
666,666,"(2, 14, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_04
667,667,"(3, 14, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_04
668,668,"(0, 14, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_05
669,669,"(1, 14, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_05
670,670,"(2, 14, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_05
671,671,"(3, 14, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_05
672,672,"(0, 14, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_06
673,673,"(1, 14, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_06
674,674,"(2, 14, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_06
675,675,"(3, 14, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_06
676,676,"(0, 14, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_07
677,677,"(1, 14, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_07
678,678,"(2, 14, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_07
679,679,"(3, 14, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_07
680,680,"(0, 14, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_08
681,681,"(1, 14, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_08
682,682,"(2, 14, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_08
683,683,"(3, 14, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_08
684,684,"(0, 14, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_09
685,685,"(1, 14, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_09
686,686,"(2, 14, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_09
687,687,"(3, 14, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_09
688,688,"(0, 14, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_10
689,689,"(1, 14, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_10
690,690,"(2, 14, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_10
691,691,"(3, 14, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_10
692,692,"(0, 14, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_11
693,693,"(1, 14, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_11
694,694,"(2, 14, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_11
695,695,"(3, 14, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_11
696,696,"(0, 14, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_12
697,697,"(1, 14, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_12
698,698,"(2, 14, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_12
699,699,"(3, 14, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_12
700,700,"(0, 14, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_13
701,701,"(1, 14, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_13
702,702,"(2, 14, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_13
703,703,"(3, 14, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_13
704,704,"(0, 15, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_03
705,705,"(1, 15, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_03
706,706,"(2, 15, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_03
707,707,"(3, 15, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_03
708,708,"(0, 15, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_04
709,709,"(1, 15, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_04
710,710,"(2, 15, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_04
711,711,"(3, 15, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_04
712,712,"(0, 15, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_05
713,713,"(1, 15, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_05
714,714,"(2, 15, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_05
715,715,"(3, 15, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_05
716,716,"(0, 15, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_06
717,717,"(1, 15, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_06
718,718,"(2, 15, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_06
719,719,"(3, 15, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_06
720,720,"(0, 15, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_07
721,721,"(1, 15, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_07
722,722,"(2, 15, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_07
723,723,"(3, 15, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_07
724,724,"(0, 15, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_08
725,725,"(1, 15, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_08
726,726,"(2, 15, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_08
727,727,"(3, 15, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_08
728,728,"(0, 15, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_09
729,729,"(1, 15, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_09
730,730,"(2, 15, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_09
731,731,"(3, 15, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_09
732,732,"(0, 15, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_10
733,733,"(1, 15, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_10
734,734,"(2, 15, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_10
735,735,"(3, 15, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_10
736,736,"(0, 15, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_11
737,737,"(1, 15, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_11
738,738,"(2, 15, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_11
739,739,"(3, 15, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_11
740,740,"(0, 15, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_12
741,741,"(1, 15, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_12
742,742,"(2, 15, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_12
743,743,"(3, 15, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_12
744,744,"(0, 15, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_13
745,745,"(1, 15, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_13
746,746,"(2, 15, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_13
